status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
232633627068_10156937158822069,"希望她早日康復阿！！
　
#安以軒 安以軒 Ann",安以軒被告知「有生命危險」　子宮外孕緊急動手術 | 蘋果日報,link,https://tw.entertainment.appledaily.com/realtime/20180322/1320145/,2018-03-22 17:59:15,6711,43,22,5487,14,869,7,333,1,0
232633627068_10156936935832069,"想避免貓狗大戰，關鍵在主人身上
　　
【寵物大戰】正妹帶貓與男友同居　險被他家狗咬死
https://tw.news.appledaily.com/international/realtime/20180322/1319775/
　
#影創中心 影像創意中心 動物星球頻道(台灣)",【寵物大戰】正妹帶貓與男友同居　險被他家狗咬死,video,https://www.facebook.com/appledaily.tw/videos/10156936934817069/,2018-03-22 17:50:00,271,8,17,251,3,7,8,0,2,0
232633627068_10156937054777069,"額...小肥一定沒想到會被檢舉(´ﾟдﾟ`)
　
#小肥小吃店 鄭弘儀 #逃漏稅",鄭弘儀拿5百萬發票　網友打去國稅局檢舉逃漏稅,link,https://tw.news.appledaily.com/life/realtime/20180322/1320063,2018-03-22 17:40:00,2628,124,30,1845,4,76,682,5,16,0
232633627068_10156936899297069,"管她什麼身材，扭起來就對了
　　
圖文報導【大尺碼舞者】舞蹈像命一樣重要　「肥就不能跳舞嗎？」
https://tw.lifestyle.appledaily.com/lifestyle/realtime/20180322/1319488
　
【完整 #動新聞】
https://tw.video.appledaily.com/lifestyle/20180322/1319488/",【大尺碼舞者】舞蹈像命一樣重要　「肥就不能跳舞嗎？」,video,https://www.facebook.com/appledaily.tw/videos/10156936898547069/,2018-03-22 17:30:00,257,12,12,250,7,0,0,0,0,0
232633627068_10156937057947069,"谷阿莫:我認為我是合理使用！
　
谷阿莫 AmoGood #侵權",「X分鐘看完XX電影」挨告　谷阿莫：很期待判決 | 蘋果日報,link,https://tw.news.appledaily.com/local/realtime/20180322/1320056/,2018-03-22 17:20:00,3907,278,32,3200,20,39,297,10,341,0
232633627068_10156937044877069,"大家快把油加好加滿！！(ง๑ •̀_•́)ง
　
#油價 #上漲 
🍎蘋果日報IG強勢回歸 👉 https://goo.gl/HxyZnq",【快加油】下周油價估漲　汽、柴油每公升漲0.4,link,https://tw.news.appledaily.com/life/realtime/20180322/1319818/,2018-03-22 17:10:01,1078,102,181,768,4,130,13,9,154,0
232633627068_10156937063252069,EQ也太低了吧！！,【有片】女滑手機甩長髮　惹惱鄰桌火爆男潑火鍋,link,https://tw.news.appledaily.com/local/realtime/20180322/1320049/,2018-03-22 17:03:22,10670,722,248,6879,10,1574,166,114,1927,0
232633627068_10156937038362069,"王晶認真森77 Σ(;ﾟдﾟ)
　
#王晶 #網路大電影 #智慧財產權",王晶譙網路電影「無恥」　槓上CEO發飆走人,link,https://tw.entertainment.appledaily.com/realtime/20180322/1319975/,2018-03-22 17:00:00,1241,20,6,1146,0,17,76,1,1,0
232633627068_10156937039192069,"當年的高材生，如今...
　　
【圖文報導】總統府維安警官涉毒　保六總隊速予免職
https://tw.news.appledaily.com/local/realtime/20180322/1319684
　
相關新聞【#蘋果獨家】持毒警高中頂標進警大　曾任警大柔道隊長
https://tw.news.appledaily.com/local/realtime/20180322/1319894",總統府維安警官涉毒　保六總隊速予免職,video,https://www.facebook.com/appledaily.tw/videos/10156937038632069/,2018-03-22 16:50:00,331,34,11,275,4,26,18,1,7,0
232633627068_10156937023012069,"只能說真的很衰 (´_ゝ`) #7pupu編
　
#李基銘 
🍎FB滑膩了？我們也有IG喔(≖‿ゝ≖)✧ 👉 https://goo.gl/HxyZnq",他替女友養4女感動50萬人　卻意外捲入這衰事,link,https://tw.appledaily.com/new/realtime/20180322/1319875/,2018-03-22 16:40:01,2599,2,6,2452,40,102,1,3,1,0
232633627068_10156936842952069,"流感病毒這麼多種，疫苗要怎麼打才會有效呢？ #鄉編
　　
圖文報導【#圖解新聞】四價疫苗還要等4年！三價、四價疫苗差在哪？
https://tw.news.appledaily.com/life/realtime/20180322/1319701
　
【完整 #動新聞】
https://tw.video.appledaily.com/life/20180322/1319701/
　
#流感 #流感疫苗 #蘋果圖解",【圖解新聞】四價疫苗還要等4年！三價、四價疫苗差在哪？,video,https://www.facebook.com/appledaily.tw/videos/10156936840332069/,2018-03-22 16:30:00,56,1,27,51,0,2,3,0,0,0
232633627068_10156936998317069,"璩美鳳出現了！
　
【火線話題】年改抗爭再起
https://goo.gl/J9EstF
　
#璩美鳳 #白狼 #繆德生",璩美鳳現身立院追思繆德生　白狼親密搭肩,link,https://tw.appledaily.com/new/realtime/20180322/1319994/,2018-03-22 16:24:01,1652,261,6,1206,5,84,315,4,38,0
232633627068_10156937008317069,"#蘋果最新 居然沒有通報，超危險！
　
#高雄 #竹西公共托嬰中心 #病毒群聚感染",47嬰幼兒爆病毒群聚感染　高市公托隱匿疫情挨罰,link,https://tw.news.appledaily.com/life/realtime/20180322/1320037/,2018-03-22 16:18:45,2480,78,205,975,1,625,7,27,845,0
232633627068_10156936918757069,"以前有 范文芳、李若彤、吳倩蓮三版不同小龍女...#隨編 最喜歡李若彤...
　
#小龍女 #李若彤 #古天樂",23年後！姑姑過兒世紀同框　古天樂抱緊李若彤不放,link,https://tw.entertainment.appledaily.com/realtime/20180322/1319801/,2018-03-22 16:10:00,3676,74,60,3476,106,62,32,0,0,0
232633627068_10156936986682069,"目前現場有280人，不排除夜宿凱道追思
　
【不斷更新】 立院前聚集悼念繆德生 約280人手持鮮花追思
https://tw.news.appledaily.com/local/realtime/20180322/1319391/

#繆德生 #反軍改 #立法院 #關鍵現場 #突發中心 
 #燭光追思紀念會 #蘋果live",蘋果日報即時新聞,video,https://www.facebook.com/apple.realtimenews/videos/1526098234180044/,2018-03-22 16:01:58,129,53,7,65,1,7,23,3,30,0
232633627068_10156936645852069,"為什麼這種咖可以一個玩過一個， #鄉編 只是想找個真心人卻找不到呢
　　
【圖文報導】電競渣男被爆愛玩「血洗銀槍」　搞大女粉肚丟20萬封口
https://tw.news.appledaily.com/international/realtime/20180322/1319517
　
#鬥陣特攻 #Undead #亡靈",電競渣男被爆愛玩「血洗銀槍」　搞大女粉肚丟20萬封口,video,https://www.facebook.com/appledaily.tw/videos/10156936644257069/,2018-03-22 15:50:00,186,42,10,142,0,5,15,2,22,0
232633627068_10156936608902069,"你的小秘密都被臉書看光光惹 #鄉編
　　
圖文報導【臉書認錯】玩心理測驗　這點比洩個資更可怕
https://tw.lifestyle.appledaily.com/gadget/realtime/20180322/1319444
　
【完整 #動新聞】
https://tw.video.appledaily.com/gadget/20180322/1319444/
　
#臉書 #FB #facebook  Facebook",【臉書認錯】玩心理測驗　這點比洩個資更可怕,video,https://www.facebook.com/appledaily.tw/videos/10156936604567069/,2018-03-22 15:40:34,238,24,68,192,1,25,18,0,2,0
232633627068_10156936922922069,"#蘋果最新 總算定讞了
　
#輔大性侵案",【輔大性侵案】色學弟遭判刑3年半定讞　將入獄,link,https://tw.news.appledaily.com/local/realtime/20180322/1319991/,2018-03-22 15:29:18,1814,79,35,1577,5,31,25,2,174,0
232633627068_10156936909342069,"劉真 Serena Liu 並沒有代言喔
　",驚傳暴肥遭家暴！劉真現身喊冤　辛龍打坐消業障,link,https://tw.appledaily.com/entertainment/realtime/20180322/1319919/,2018-03-22 15:20:14,598,8,5,564,2,17,15,0,0,0
232633627068_10156936881517069,"鄭介煦以全國頂標60級分考上中央警察大學，當時還因成績耀眼登上媒體版面，如今.....唉
　
【相關】總統府維安警官涉毒　保六總隊速予免職
https://tw.news.appledaily.com/local/realtime/20180322/1319684/
　
#蘋果獨家 #鄭介煦",【獨家】持毒警高中頂標進警大　曾任警大柔道隊長,link,https://tw.news.appledaily.com/local/realtime/20180322/1319894/,2018-03-22 15:00:51,3712,215,83,2989,18,305,280,35,85,0
232633627068_10156936576027069,"長照問題逐漸緊迫
　　
圖文報導【長照2.0體檢】長照難顧至親　影后、作家也得咬牙撐
https://tw.news.appledaily.com/life/realtime/20180321/1319251
　
相關新聞【長照2.0體檢】逐項收費開銷暴增　民怨月花4萬難過日
https://tw.news.appledaily.com/life/realtime/20180321/1319256
　
#長照",【長照2.0體檢】長照難顧至親　影后、作家也得咬牙撐,video,https://www.facebook.com/appledaily.tw/videos/10156936573297069/,2018-03-22 14:50:00,452,13,89,316,2,13,0,120,1,0
232633627068_10156936844462069,"#蘋果最新 怎麼打起來了....
　
#最新 不滿統促黨持五星旗　反年改上前拉扯爆衝突
https://tw.news.appledaily.com/local/realtime/20180322/1319954/
　
【火線話題】年改抗爭再起
https://goo.gl/J9EstF
　
#反年改 #統促黨 #繆德生
🍎加入《蘋果》LINE，隨時掌握天下事 👉 https://goo.gl/pQ9xTe",【不斷更新】 立院前悼念繆德生　反年改與統促黨衝突,link,https://tw.appledaily.com/local/realtime/20180322/1319391/,2018-03-22 14:42:36,431,51,5,311,6,17,91,0,6,0
232633627068_10156936457557069,"照片跟本人都會讓人硬，只是硬的頭不同罷了థ౪థ
　　
【正妹】讓10男意淫騙300萬　看到本尊更高潮
https://tw.news.appledaily.com/international/realtime/20180321/1318863",蘋果日報即時新聞,video,https://www.facebook.com/apple.realtimenews/videos/1525015964288271/,2018-03-22 14:30:00,249,12,5,177,2,15,55,0,0,0
232633627068_10156936788652069,"分手這決定沒錯啊.....
　",醋男空氣槍掃射前女友30發　要她自己挖出來,link,https://tw.news.appledaily.com/local/realtime/20180322/1319798/,2018-03-22 14:20:20,4392,70,22,3700,3,154,25,7,503,0
232633627068_10156936770272069,"【#蘋果live】主播 葉怡瑩
退役上校繆德生告別式追思活動現場💧
　
【不斷更新】立院前聚集悼念繆德生　約280人手持鮮花追思
https://tw.appledaily.com/local/realtime/20180322/1319391/
　
#繆德生 #反軍改 #凱道 #關鍵現場 #突發中心",蘋果日報即時新聞,video,https://www.facebook.com/apple.realtimenews/videos/1526037160852818/,2018-03-22 14:05:50,121,15,3,59,3,3,29,3,24,0
232633627068_10156936760662069,"警專這創意超強XDD
　
#警專 #招生",國防部看這裡！警專招生　一張海報被推爆,link,https://tw.news.appledaily.com/local/realtime/20180322/1319685/,2018-03-22 14:03:03,3665,75,61,3060,16,40,547,1,1,0
232633627068_10156936451542069,"這種就不用跟他客氣了！！ #鄉編
　　
圖文報導【#咩姊台語】闖紅燈不服取締　壯漢當街出拳追打2警
https://tw.news.appledaily.com/local/realtime/20180321/1319190
　
【完整 #動新聞】
https://tw.video.appledaily.com/local/20180321/1319190/",【咩姊台語】闖紅燈不服取締　壯漢當街出拳追打2警,video,https://www.facebook.com/appledaily.tw/videos/10156936451037069/,2018-03-22 13:50:00,409,131,7,263,2,24,30,3,87,0
232633627068_10156936693932069,"第三點真的猜不出是誰....有那麼燃?
　
雞排妹ili鄭家純
🍎加入《蘋果》LINE，新聞快遞即時送 👉 https://goo.gl/pQ9xTe",雞排妹分享台灣3件事　日本人：不可思議,link,https://tw.news.appledaily.com/life/realtime/20180322/1319711/,2018-03-22 13:40:26,1021,28,4,972,11,5,32,1,0,0
232633627068_10156936397897069,"哪來這麼多問題，該不會連約會出門要踏左腳還是右腳都問吧= = #鄉編
　　
【圖文報導】一個問題300元　她問姻緣竟花了175萬
https://tw.news.appledaily.com/local/realtime/20180322/1319156
　
【完整 #動新聞】
https://tw.video.appledaily.com/local/20180322/1319156/",一個問題300元　她問姻緣竟花了175萬,video,https://www.facebook.com/appledaily.tw/videos/10156936387422069/,2018-03-22 13:30:00,328,65,18,211,2,30,84,0,1,0
232633627068_10156936656607069,"母湯喔...這撞到要算誰...
　
#台南諸事會社",【有影片】小孩眼裡只有媽！衝馬路討抱　網友怒點在後面,link,https://tw.news.appledaily.com/life/realtime/20180322/1319665/,2018-03-22 13:20:13,1835,68,39,1165,1,170,10,8,481,0
232633627068_10156936643282069,"國防部發言人陳中吉說，旌忠狀上的致詞，只是「按規定的表達方式」
　
【不斷更新】 繆德生告別式隆重　同僚列隊送行
https://tw.appledaily.com/local/realtime/20180322/1319391/
　
【相關】藍綠大咖、退將齊悼繆德生　公祭現場星星上百顆
https://tw.news.appledaily.com/politics/realtime/20180322/1319845
　
【火線話題】年改抗爭再起
https://goo.gl/J9EstF
　
#繆德生 #反年改 ＃藍天行動聯盟",繆德生反年改墜樓亡　蔡英文頒旌忠狀寫「積勞病故」,link,https://tw.news.appledaily.com/politics/realtime/20180322/1319758,2018-03-22 13:11:08,1725,369,44,859,8,62,465,13,318,0
232633627068_10156936594447069,"這就是阿扁的威力啊( ͡° ͜ʖ ͡°) #蘋果最新
　
#陳水扁 #陳致中 陳致中後援會 民主進步黨",扁踩紅線助選大勝！陳致中民調第一將獲民進黨提名,link,https://tw.news.appledaily.com/politics/realtime/20180322/1319763/,2018-03-22 13:00:00,3094,698,57,1830,20,56,434,19,735,0
232633627068_10156936357477069,"奇怪，最近地震不大呀，怎麼把 #台灣鯛 震出來了呢？（歪頭） #鄉編
　　
【圖文報導】升等商務艙展有錢是大爺嘴臉！高鐵佔位哥紅了
https://tw.news.appledaily.com/local/realtime/20180322/1319638
　　
#奧客 #高鐵 台灣高速鐵路股份有限公司 Taiwan High Speed Rail Corporation",升等商務艙展有錢是大爺嘴臉！高鐵佔位哥紅了,video,https://www.facebook.com/appledaily.tw/videos/10156936354327069/,2018-03-22 12:50:00,1754,128,21,1073,2,30,120,1,528,0
232633627068_10156936542112069,"管中閔痛陳上述指控都是「莫須有」罪名，並指這是一連串政治恐攻，是挑起整個台灣社會的仇恨、恐懼與不信任
　
【科技部也調查管中閔論文爭議　「不排除請管說明」】
https://tw.news.appledaily.com/life/realtime/20180322/1319785
　
【疑不堪爆料攻擊　管中閔貼文：深感羞辱、準備答復】
https://tw.news.appledaily.com/life/realtime/20180322/1319726
　
#管中閔 #台大校長",神隱60多天終露面　管中閔喊遭政治恐攻,link,https://tw.news.appledaily.com/life/realtime/20180322/1319781,2018-03-22 12:41:28,208,88,2,146,0,9,44,2,7,0
232633627068_10156936325537069,"所有單位通通注意！！飛高高超危險，不要玩不要玩不要玩！！
　　
【圖文報導】他拋高2歲童玩「飛高高」　結果漏接害送命
https://tw.news.appledaily.com/headline/daily/20180322/37965565/
　
【完整 #動新聞】
https://tw.video.appledaily.com/local/20180321/1319023/",他拋高2歲童玩「飛高高」　結果漏接害送命,video,https://www.facebook.com/appledaily.tw/videos/10156936324837069/,2018-03-22 12:30:00,2722,809,778,1745,4,128,12,459,374,0
232633627068_10156936520887069,"薩克柏表示， 將重新審查於2014年平台變更前被通過且可以接觸到大量資料的應用程式，並會全面審核有可疑活動的應用程式。如果發現有開發者不正當使用用戶資料，會禁止他們繼續使用平台
　
【受訪談個資外洩　薩克柏：願親自到國會作證】
https://tw.news.appledaily.com/international/realtime/20180322/1319678/
　
Facebook #MarkZuckerberg #國際新聞 #蘋果國際",止血個資外洩風波　臉書宣布6大改革,link,https://tw.news.appledaily.com/life/realtime/20180322/1319812/,2018-03-22 12:22:05,132,6,10,121,0,3,7,0,1,0
232633627068_10156936435442069,"「我打出自身經歷是希望透過粉專，呼籲所有女生不要踏上跟我一樣的路程，而不是讓大家可憐同情批評我的遭遇，畢竟每個變單親的一定都有自己背後的經歷，那都只是曾經的一個路程跟過程，不是要去比誰可憐」
　
【幸福片】「乳挾」嬰孩！裸妹起底　2個媽媽故事催淚
http://www.appledaily.com.tw/realtimenews/article/new/20180321/1318978/
　
#我和我的兩個媽媽",奶夾寶寶照片帶出洋蔥故事！雪乳姬：我不是要比誰可憐,link,https://tw.news.appledaily.com/life/realtime/20180322/1319740/,2018-03-22 12:10:01,649,72,13,610,13,7,17,0,2,0
232633627068_10156936408792069,"20180322【#八方聊天室】徐欣瑩專訪
　
【蘋果LIVE】徐欣瑩12：00上《八方聊天室》　暢談從政路
https://tw.news.appledaily.com/politics/realtime/20180322/1319400/
　
徐欣瑩",【八方聊天室】徐欣瑩專訪,video,https://www.facebook.com/appledaily.tw/videos/10156936408792069/,2018-03-22 11:59:54,150,155,22,124,13,3,8,0,2,0
232633627068_10156936302747069,"當場上手驗，而且掐超大力的 #鄉編
　　
圖文報導【#蘋果獨家】《風水》白目小三疑整形　遭當場動手驗貨
https://tw.entertainment.appledaily.com/realtime/20180322/1319197
　
【完整 #動新聞】
https://tw.video.appledaily.com/entertainment/20180322/1319197/
　
#張懷媗 #貝拉 #風水世家 張懷媗Bella 風水世家",【蘋果獨家】《風水》白目小三疑整形　遭當場動手驗貨,video,https://www.facebook.com/appledaily.tw/videos/10156936301412069/,2018-03-22 11:50:00,65,1,1,65,0,0,0,0,0,0
232633627068_10156936418727069,"張芳馨靠打掃當清潔工、葉吉祥以保全為業，2人薪水都不豐厚，加上1對兒女相繼出生，夫妻倆的開銷也日益龐大，張嫌每日的午餐額度更只有30元......
　
【水泥封屍】高大成分析嫂子4步棋　疑兄知情排除涉案
https://tw.appledaily.com/new/realtime/20180321/1319134/",【姑殺嫂】悲歌！殺人嫂嫂午餐只有30元額度,link,https://tw.news.appledaily.com/local/realtime/20180322/1319730/,2018-03-22 11:38:09,3055,361,48,2510,5,195,10,229,106,0
232633627068_10156936279522069,"業者跳出來說「一毛都沒拿到」，那錢是...？？ #鄉編
　　
【圖文報導】震災善款挨批獨厚石材業　花蓮縣府：統稱受災產業
https://tw.news.appledaily.com/local/realtime/20180321/1319297
　
【相關新聞】花蓮震災產業紓困用8億怎算的　張善政這樣說
https://tw.news.appledaily.com/local/realtime/20180321/1319336
　
#花蓮地震 #館長 #486先生 飆捍 486先生",震災善款挨批獨厚石材業　花蓮縣府：統稱受災產業,video,https://www.facebook.com/appledaily.tw/videos/10156936277907069/,2018-03-22 11:30:00,372,62,4,296,3,7,43,1,22,0
232633627068_10156936385882069,"黑色不代表危險，但可能是FB邊緣人😂😂 
快來在下面留言""BFF""會不會出現特殊效果吧 😉 #路編
　
【臉書輸入BFF出現黑色危險、綠色安全？ 真相是這樣】
https://tw.news.appledaily.com/life/realtime/20180322/1319717/
　
#BFF",,photo,https://www.facebook.com/appledaily.tw/photos/a.364361237068.207658.232633627068/10156936381497069/?type=3,2018-03-22 11:20:35,1018,2831,76,885,2,22,107,1,1,0
232633627068_10156936322147069,"聯絡簿沒簽可以找家長了解狀況，為什麼是罰小孩寫字呢？ #路編
　
【忘簽聯絡簿！小孩被罰寫1500字　爸爸這樣做被罵慘了】
https://tw.news.appledaily.com/life/realtime/20180321/1318999
　
#聯絡簿 #爆怨公社",聯絡簿第二戰！爸複製貼上1500字後　老師一招擊落兒子,link,https://tw.news.appledaily.com/life/realtime/20180322/1319697/,2018-03-22 11:04:30,1459,191,33,1273,2,67,93,3,21,0
232633627068_10156936220507069,"有沒有搶頭香的粉粉，請回報食後心得，甘溫蛤～ #鄉編
　　
【圖文報導】台人愛早餐！麥當勞創全球首例　開賣39元烤土司
https://tw.news.appledaily.com/life/realtime/20180321/1319000
　
【完整 #動新聞】
https://tw.video.appledaily.com/life/20180321/1319000/
　
#麥當勞 麥當勞",台人愛早餐！麥當勞創全球首例　開賣39元烤土司,video,https://www.facebook.com/appledaily.tw/videos/10156936219622069/,2018-03-22 10:50:00,5943,785,202,5630,34,168,97,6,8,0
232633627068_10156936292982069,"知法還犯法！ #蘋果最新
　",總統隨扈涉毒　保六總隊警官持安毒遭免職 | 蘋果日報,link,https://tw.news.appledaily.com/local/realtime/20180322/1319684/,2018-03-22 10:39:03,1012,33,8,828,3,29,59,3,90,0
232633627068_10156936212012069,"喝酒不開車就是給讚 #鄉編
　　
圖文報導【狗仔直擊】Selina前夫阿中桃花旺　開喝摸小手
https://tw.entertainment.appledaily.com/realtime/20180322/1319195
　
【完整 #動新聞】
https://tw.video.appledaily.com/entertainment/20180322/1319195/
　
#張承中 #蘋果狗仔 張承中",【狗仔直擊】Selina前夫阿中桃花旺　開喝摸小手,video,https://www.facebook.com/appledaily.tw/videos/10156936209437069/,2018-03-22 10:30:00,49,4,1,47,0,0,2,0,0,0
232633627068_10156936259557069,"黃慧夫坦言那次官司讓他真的怕了！「當醫生第一個想到的不是盡心盡力去救人，而是先如何保護好自己。」
　
民間司法改革基金會 #黃慧夫 #醫療糾紛",「當醫生豬狗不如！」台大名醫：兒從醫就打斷腿,link,https://tw.news.appledaily.com/life/realtime/20180322/1319668/,2018-03-22 10:24:30,1921,116,83,1413,7,73,27,375,26,0
232633627068_10156936238362069,"粉粉們別擔心，之後應該會用十二道工法升級回歸吧（誤( ͡° ͜ʖ ͡°) #路編
　
#焦糖奶茶 #麥當勞",網友崩潰：還我焦糖奶茶！　麥當勞回應了,link,https://tw.news.appledaily.com/life/realtime/20180322/1319604/,2018-03-22 10:13:01,2655,369,121,2303,7,83,47,62,153,0
232633627068_10156936208867069,"影片中也顯示，Uber駕駛當時並未注意前方路況 #蘋果最新
　
#uber Uber #國際新聞 #蘋果國際",【有片】Uber自駕車撞死人　撞人瞬間畫面曝光,link,https://tw.news.appledaily.com/international/realtime/20180322/1319658/,2018-03-22 10:00:21,1176,29,9,1058,0,75,3,35,5,0
232633627068_10156936188487069,"該文強調，「厭世姬」和其男友是否是台獨並不重要，對兩岸關係也沒有大影響，但卻值得中國大陸深思，如何讓這群台灣年輕人回頭？
　
【《厭世動物園》進軍中國　隨即被舉報台獨】
https://tw.appledaily.com/new/realtime/20180321/1318786/
　
#厭世姬 厭世動物園",厭世姬畫作被舉報台獨遭下架　陸官媒：值得深思,link,https://tw.news.appledaily.com/international/realtime/20180322/1319613/,2018-03-22 09:49:43,306,46,3,225,3,10,67,0,1,0
232633627068_10156936163952069,"捐到真正需要幫助的地方很好啊😌
　
#館長 #花蓮地震 飆捍
🍎加入《蘋果》LINE，隨時掌握天下事 👉 https://goo.gl/pQ9xTe",花蓮百萬捐款　驚！館長宣布「不捐台積電改捐門諾」 | 蘋果日報,link,https://tw.news.appledaily.com/life/realtime/20180322/1319617/,2018-03-22 09:36:21,2275,141,10,2171,20,23,43,0,18,0
232633627068_10156936107117069,"川普律師原爭取法院撤銷或停審本案，前天遭駁回，認定「沒有人凌駕於法律之上」，讓川普同時身陷3宗桃色官司風暴中
　
【懶甩習帝登基 電賀普丁當選】
https://tw.news.appledaily.com/international/daily/20180322/37965261/
　
#川普 #Trump Donald J. Trump #國際新聞 #蘋果國際",很傷 桃花3箭射川普 總統之尊 可能被迫出庭,link,https://tw.news.appledaily.com/international/daily/20180322/37965249/,2018-03-22 09:25:00,93,5,1,79,0,5,9,0,0,0
232633627068_10156936100577069,"館長說：「我想只捐給一般受災戶關你屁事」
　
#館長 #486先生 飆捍 #蘋果要聞 #花蓮地震",拿回花蓮捐款怒「要雞腿給焢肉」酸民嗆矯情 館長：去吃屎,link,https://tw.news.appledaily.com/headline/daily/20180322/37965494/,2018-03-22 09:12:16,4019,184,15,3636,48,16,312,0,7,0
232633627068_10156936087702069,"阿中說：「沒有這位，我不知道哪來的。」
　
#蘋果娛樂 張承中",阿中 對飲白衣女 搭肩摸手「不知哪來」,link,https://tw.entertainment.appledaily.com/daily/20180322/37965098/,2018-03-22 09:02:21,233,15,1,208,2,4,17,0,2,0
232633627068_10156936066567069,"實習生每月須飛行60小時跟正式空服員差不多，但酬勞部分僅提供每學期15萬元獎助學金與3萬元全勤獎金......
　
【漢莎航空為安全 聲明不用實習生】
https://tw.news.appledaily.com/headline/daily/20180322/37965450/
　
#蘋果頭條 #華航 #實習生 #空服員 China Airlines 中華航空",空服員實習月飛60小時 年領30萬你做不做,link,https://tw.news.appledaily.com/headline/daily/20180322/37965436/,2018-03-22 08:49:47,1963,179,67,1593,2,88,50,14,216,0
232633627068_10156936059137069,"藍天行動聯盟秘書長、退休上校繆德生告別式今天在台北市第一殯儀館景行廳舉辦
#不斷更新 #繆德生 #告別式 #馬英九 #悼念",【不斷更新】 繆德生今舉辦告別式　前總統馬英九前往悼念,link,https://tw.appledaily.com/new/realtime/20180322/1319391/,2018-03-22 08:45:43,593,112,5,395,5,8,114,64,7,0
232633627068_10156934952437069,"創作是很開心的，但創業是很痛苦的。
竟能把台灣的水果和情趣產品結合，真的真的很厲害！ (#在那編)
　
完整報導→【人生轉角】A片王狂想成真　自慰神器雙性通殺
https://tw.news.appledaily.com/life/realtime/20180322/1319262/
　
#蘋果攝影 #人生轉角 #情趣用品",【人生轉角】A片王狂想成真　自慰神器雙性通殺,video,https://www.facebook.com/appledaily.tw/videos/10156934948257069/,2018-03-22 08:30:00,148,10,22,136,1,4,7,0,0,0
232633627068_10156936030452069,"天無絕人之路！
#日夜 #爆肝 #還被裁 #水電 #年收 #破百萬",日夜都操爆肝還被裁　他改做水電年收破百萬,link,https://tw.appledaily.com/new/realtime/20180322/1319600/,2018-03-22 08:29:02,2745,61,120,2629,2,72,37,2,3,0
232633627068_10156935984707069,"女兵「髮禁」不得短於耳根上方，也不得長於肩下20公分
#國軍 #女兵 #髮禁 #參謀總長 #獨家",【獨家】參謀總長看不慣　國軍祭「髮禁」大兵不能理鍋蓋頭 | 蘋果日報,link,https://tw.news.appledaily.com/politics/realtime/20180322/1317082/,2018-03-22 08:04:25,4981,342,84,4285,12,120,499,6,59,0
